ID,Delivery_person_ID,Delivery_person_Age,Delivery_person_Ratings,Restaurant_latitude,Restaurant_longitude,Delivery_location_latitude,Delivery_location_longitude,Order_Date,Time_Orderd,Time_Order_picked,Weather_conditions,Road_traffic_density,Vehicle_condition,Type_of_order,Type_of_vehicle,multiple_deliveries,Festival,City,Time_taken (min),delivery_category
0x9b79,MYSRES13DEL01,39.0,4.8,12.31,76.66,12.35,76.7,01-04-2022,12:30,12:45,Cloudy,Low,0,Snack,motorcycle,1.0,No,Metropolitian,28,Food
0x596a,COIMBRES03DEL02,20.0,4.7,11.03,77.02,11.11,77.1,20-03-2022,17:10,17:20,Sandstorms,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,24,Grocery
0x78aa,MYSRES16DEL02,20.0,5.0,12.32,76.6,12.45,76.73,31-03-2022,19:15,19:30,Cloudy,Jam,0,Meal,motorcycle,1.0,No,Urban,36,Food
0xd7ec,KOLRES04DEL03,29.0,4.3,22.54,88.36,22.6,88.42,13-02-2022,23:50,23:55,Sandstorms,Jam,0,Buffet,motorcycle,0.0,No,Metropolitian,28,Food
0x55b1,COIMBRES11DEL01,36.0,4.8,11.0,76.99,11.11,77.1,29-03-2022,18:45,18:50,Fog,Jam,2,Drinks,motorcycle,1.0,No,Urban,31,Food
0x87e4,VADRES13DEL03,36.0,4.0,22.31,73.16,22.4,73.25,16-03-2022,20:40,20:45,Sunny,Jam,0,Meal,motorcycle,3.0,No,Metropolitian,44,Food
0x82c3,RANCHIRES04DEL02,22.0,4.8,23.36,85.33,23.44,85.41,14-03-2022,22:10,22:25,Windy,Low,1,Drinks,scooter,1.0,No,Metropolitian,15,Food
0x5397,PUNERES18DEL01,38.0,4.4,18.59,73.79,18.66,73.86,31-03-2022,17:20,17:25,Windy,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,33,Food
0x876b,SURRES01DEL02,39.0,4.9,21.19,72.79,21.24,72.84,17-03-2022,19:55,20:10,Fog,Jam,0,Buffet,motorcycle,0.0,No,Metropolitian,30,Food
0x3a5a,INDORES08DEL02,24.0,4.9,22.73,75.9,22.78,75.95,28-03-2022,18:15,18:25,Stormy,Jam,1,Snack,scooter,1.0,No,Metropolitian,22,Food
0x51e4,VADRES18DEL01,30.0,4.1,0.0,0.0,0.07,0.07,04-04-2022,23:50,1,Fog,Jam,0,Snack,motorcycle,0.0,No,Metropolitian,43,Food
0x5631,HYDRES18DEL03,35.0,4.8,17.45,78.38,17.54,78.47,04-03-2022,17:25,17:35,Fog,Jam,0,Meal,motorcycle,3.0,No,Metropolitian,48,Food
0x1dac,CHENRES07DEL03,33.0,4.5,13.08,80.25,13.17,80.34,04-03-2022,23:45,1,Stormy,Low,2,Drinks,electric_scooter,1.0,No,Metropolitian,19,Grocery
0xde01,KOCRES010DEL01,39.0,4.7,10.04,76.34,10.11,76.41,14-02-2022,18:30,18:35,Windy,Jam,1,Snack,motorcycle,1.0,No,Urban,21,Food
0x8771,VADRES11DEL02,31.0,4.3,22.31,73.17,22.39,73.25,25-03-2022,21:35,21:45,Windy,Jam,1,Drinks,motorcycle,0.0,No,Metropolitian,44,Food
0x3645,CHENRES20DEL01,37.0,4.5,12.98,80.22,12.99,80.23,17-03-2022,08:40,08:55,Windy,Jam,2,Drinks,scooter,0.0,No,Metropolitian,26,Food
0x1ff1,MYSRES04DEL03,37.0,4.7,12.31,76.67,12.34,76.7,01-04-2022,22:35,22:40,Windy,Jam,1,Buffet,scooter,1.0,No,Metropolitian,26,Food
0x4a3c,MUMRES13DEL01,33.0,5.0,19.18,72.83,19.19,72.84,19-03-2022,11:45,11:50,Windy,Jam,1,Meal,motorcycle,1.0,No,Metropolitian,31,Food
0x6e0d,RANCHIRES03DEL03,24.0,4.6,0.0,0.0,0.06,0.06,07-03-2022,23:25,23:40,Stormy,Low,2,Meal,scooter,1.0,No,Urban,19,Food
0x6cc6,JAPRES08DEL02,33.0,4.5,26.91,75.78,26.99,75.86,02-03-2022,19:10,19:15,Sunny,Jam,1,Snack,scooter,0.0,No,Metropolitian,18,Food
0xc141,ALHRES12DEL01,39.0,4.7,25.44,81.86,25.51,81.93,16-02-2022,18:45,0.791666667,Fog,Jam,2,Meal,motorcycle,1.0,No,Metropolitian,38,Food
0x690f,RANCHIRES11DEL03,37.0,4.6,23.36,85.33,23.45,85.42,29-03-2022,18:15,18:25,Cloudy,Jam,1,Snack,motorcycle,1.0,No,Metropolitian,32,Food
0xb4ba,HYDRES19DEL02,25.0,4.9,17.46,78.5,17.51,78.55,07-03-2022,22:30,22:35,Sandstorms,Low,2,Meal,scooter,1.0,No,Metropolitian,17,Food
0x63a9,PUNERES17DEL03,28.0,4.8,18.53,73.83,18.59,73.89,03-03-2022,0.791666667,19:05,Fog,Jam,1,Buffet,scooter,1.0,No,Urban,11,Food
0x88dd,MYSRES010DEL01,38.0,4.7,12.32,76.62,12.36,76.66,30-03-2022,13:10,13:20,Windy,Jam,2,Buffet,motorcycle,1.0,No,Metropolitian,31,Food
0x1b58,JAPRES03DEL01,,,26.91,75.8,26.98,75.87,12-03-2022,,17:50,Sandstorms,Jam,0,Drinks,motorcycle,0.0,No,Metropolitian,43,Grocery
0x87a8,MYSRES04DEL03,31.0,4.6,12.31,76.67,12.37,76.73,19-03-2022,17:55,18:05,Windy,Jam,0,Meal,motorcycle,0.0,No,Metropolitian,25,Food
0x3f8d,MUMRES06DEL03,25.0,4.8,19.06,72.83,19.12,72.89,15-03-2022,19:50,20:05,Cloudy,Jam,2,Snack,motorcycle,1.0,No,Metropolitian,22,Food
0x290c,MYSRES18DEL01,35.0,4.9,12.34,76.62,12.41,76.69,02-03-2022,21:15,21:20,Fog,Jam,0,Drinks,motorcycle,3.0,No,Metropolitian,43,Grocery
0x7ece,RANCHIRES18DEL01,39.0,4.7,23.35,85.32,23.42,85.39,31-03-2022,19:35,19:45,Fog,Jam,0,Buffet,motorcycle,1.0,Yes,Metropolitian,42,Food
0x1365,INDORES06DEL02,38.0,3.9,22.73,75.88,22.81,75.96,06-03-2022,19:10,19:20,Stormy,Jam,1,Meal,motorcycle,0.0,No,Metropolitian,42,Food
0x33a4,CHENRES15DEL03,35.0,4.7,13.03,80.28,13.06,80.31,21-03-2022,21:20,21:30,Fog,Jam,1,Drinks,motorcycle,1.0,No,Metropolitian,34,Grocery
0x8f3c,JAPRES07DEL02,29.0,4.7,26.77,75.84,26.79,75.86,01-03-2022,09:50,10:05,Sandstorms,Jam,1,Snack,motorcycle,1.0,No,Metropolitian,17,Food
0x2fe1,SURRES18DEL03,27.0,4.6,21.15,72.78,21.18,72.81,24-03-2022,20:35,20:40,Stormy,Jam,1,Snack,scooter,0.0,No,Metropolitian,25,Food
0x4b5b,MYSRES04DEL03,38.0,4.3,12.31,76.67,12.4,76.76,04-04-2022,21:15,21:25,Sandstorms,Jam,0,Meal,motorcycle,1.0,Yes,Semi-Urban,54,Food
0x7405,SURRES19DEL01,36.0,4.9,21.15,72.77,21.22,72.84,02-03-2022,0.958333333,23:15,Windy,Jam,2,Buffet,motorcycle,0.0,No,Metropolitian,21,Food
0x6245,HYDRES04DEL01,26.0,4.0,17.41,78.33,17.45,78.37,01-04-2022,0.625,15:10,Cloudy,Jam,1,Buffet,motorcycle,,No,Metropolitian,34,Food
0xd02b,KNPRES16DEL03,26.0,4.1,26.48,80.32,26.57,80.41,12-02-2022,19:45,19:50,Fog,Jam,2,Meal,motorcycle,1.0,No,Metropolitian,36,Food
0x1f0e,MYSRES12DEL03,36.0,4.9,12.28,76.63,12.34,76.69,05-04-2022,17:45,17:55,Sunny,Jam,1,Drinks,motorcycle,0.0,No,Metropolitian,17,Grocery
0x7085,JAPRES09DEL01,21.0,4.7,26.91,75.79,26.92,75.8,03-03-2022,0.375,09:10,Sunny,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,16,Food
0x57fa,CHENRES04DEL02,35.0,4.7,13.03,80.21,13.11,80.29,06-04-2022,0.833333333,20:05,Sunny,Jam,2,Meal,electric_scooter,1.0,No,Metropolitian,27,Food
0x57fc,MYSRES09DEL01,20.0,4.5,12.32,76.63,12.36,76.67,17-03-2022,12:50,12:55,Fog,Jam,2,Meal,motorcycle,1.0,No,Metropolitian,26,Food
0x7a1f,PUNERES19DEL03,23.0,4.6,18.56,73.92,18.65,74.01,31-03-2022,21:40,21:55,Fog,Jam,0,Snack,motorcycle,2.0,Yes,Metropolitian,46,Food
0xceac,KOLRES18DEL03,37.0,5.0,22.57,88.43,22.63,88.49,17-02-2022,19:55,20:05,Sunny,Jam,0,Buffet,motorcycle,0.0,No,Metropolitian,29,Food
0xa0a5,BANGRES14DEL03,26.0,4.8,12.95,77.7,13.01,77.76,09-03-2022,19:35,19:40,Sandstorms,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,23,Food
0x892d,SURRES09DEL02,29.0,5.0,21.18,72.8,21.26,72.88,27-03-2022,22:35,22:50,Sandstorms,Jam,1,Snack,scooter,,No,Urban,11,Food
0x6118,INDORES09DEL01,26.0,4.9,22.73,75.89,22.84,76.0,25-03-2022,17:10,17:25,Stormy,Jam,1,Snack,motorcycle,0.0,No,Metropolitian,28,Food
0x46fd,PUNERES09DEL03,29.0,4.8,18.54,73.9,18.6,73.96,11-03-2022,19:35,19:40,Cloudy,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,25,Food
0x5134,RANCHIRES01DEL02,29.0,4.7,23.42,85.32,23.44,85.34,03-03-2022,10:30,10:45,Sandstorms,Jam,2,Snack,motorcycle,0.0,No,Metropolitian,11,Food
0xd418,LUDHRES010DEL03,21.0,4.9,30.89,75.82,30.92,75.85,15-02-2022,18:10,18:20,Windy,Jam,1,Meal,scooter,1.0,No,Metropolitian,26,Food
0x256c,MYSRES13DEL02,22.0,4.3,12.31,76.66,12.33,76.68,07-03-2022,10:10,10:25,Stormy,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,23,Food
0x6055,JAPRES18DEL02,31.0,4.0,26.91,75.75,26.99,75.83,18-03-2022,17:50,18:05,Fog,Jam,1,Snack,motorcycle,2.0,No,Metropolitian,39,Food
0x7bfb,COIMBRES11DEL02,20.0,4.5,11.0,76.99,11.02,77.01,03-04-2022,08:50,0.375,Fog,Jam,1,Snack,motorcycle,0.0,No,,11,Food
0x7220,VADRES13DEL02,30.0,3.9,22.31,73.16,22.39,73.24,06-04-2022,19:55,20:10,Stormy,Jam,2,Drinks,electric_scooter,,No,Metropolitian,32,Food
0x1568,BANGRES01DEL01,36.0,4.8,12.93,77.62,13.0,77.69,06-03-2022,17:55,18:10,Fog,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,43,Food
0x41ea,MYSRES08DEL01,24.0,4.7,12.3,76.67,12.34,76.71,19-03-2022,15:30,15:40,Fog,Jam,1,Buffet,scooter,,No,Metropolitian,13,Food
0x1c60,MYSRES15DEL01,32.0,4.7,12.35,76.61,12.36,76.62,21-03-2022,09:40,09:50,Windy,Jam,2,Buffet,electric_scooter,0.0,No,Metropolitian,25,Food
0x7944,CHENRES02DEL03,25.0,5.0,13.09,80.22,13.15,80.28,19-03-2022,18:20,18:25,Windy,Jam,1,Drinks,motorcycle,0.0,No,Metropolitian,27,Food
0x77ee,HYDRES12DEL01,27.0,4.5,17.43,78.39,17.47,78.43,28-03-2022,15:35,15:50,Windy,Jam,2,Drinks,scooter,1.0,No,Metropolitian,29,Food
0x2192,BANGRES07DEL01,32.0,4.1,12.98,77.64,13.05,77.71,29-03-2022,18:15,18:30,Sandstorms,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,33,Food
0x48c7,CHENRES09DEL01,23.0,4.7,13.04,80.26,13.08,80.3,17-03-2022,16:55,0.708333333,Fog,Jam,1,Drinks,motorcycle,1.0,No,Urban,19,Grocery
0x78bf,BANGRES04DEL02,39.0,4.4,12.98,77.64,13.11,77.77,29-03-2022,18:10,18:15,Sunny,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,33,Food
0x7a5a,VADRES04DEL03,20.0,4.8,0.0,0.0,0.06,0.06,21-03-2022,19:15,19:20,Fog,Jam,1,Snack,motorcycle,1.0,No,Metropolitian,28,Food
0x4321,JAPRES13DEL02,20.0,4.8,26.85,75.8,26.93,75.88,04-03-2022,18:25,18:35,Windy,Jam,2,Drinks,electric_scooter,0.0,No,,15,Grocery
0xe00d,ALHRES07DEL03,29.0,4.6,25.45,81.84,25.48,81.87,15-02-2022,20:30,20:45,Stormy,Jam,1,Meal,scooter,1.0,No,Metropolitian,29,Food
0x1e86,JAPRES06DEL03,26.0,4.9,26.91,75.8,27.05,75.94,29-03-2022,22:55,0.958333333,Stormy,Jam,2,Meal,scooter,1.0,No,Metropolitian,18,Food
0xcff0,KOCRES03DEL01,25.0,5.0,10.02,76.31,10.03,76.32,13-02-2022,10:55,0.458333333,Stormy,Jam,1,Meal,motorcycle,1.0,No,Metropolitian,14,Food
0x1e2d,BANGRES13DEL01,34.0,4.7,12.94,77.61,12.98,77.65,03-04-2022,0.666666667,16:15,Windy,Jam,1,Snack,motorcycle,1.0,No,Metropolitian,30,Food
0xd072,GOARES02DEL01,31.0,4.9,15.59,73.74,15.63,73.78,13-02-2022,14:50,15:05,Sunny,Jam,0,Snack,motorcycle,0.0,No,Metropolitian,28,Food
0x9a57,RANCHIRES03DEL02,24.0,4.7,0.0,0.0,0.13,0.13,16-03-2022,20:20,20:25,Fog,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,39,Food
0x427b,HYDRES12DEL03,30.0,4.9,17.43,78.39,17.52,78.48,02-04-2022,0.791666667,19:15,Cloudy,Jam,2,Meal,motorcycle,0.0,No,Metropolitian,30,Food
0x52e2,JAPRES07DEL02,36.0,4.8,26.77,75.84,26.9,75.97,20-03-2022,18:15,18:20,Sandstorms,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,36,Food
0x9395,JAPRES13DEL03,36.0,4.4,26.85,75.8,26.99,75.94,29-03-2022,23:35,23:50,Fog,Jam,0,Snack,motorcycle,,No,Metropolitian,37,Food
0xb5d2,JAPRES18DEL03,26.0,4.7,26.91,75.75,27.05,75.89,04-03-2022,19:35,19:40,Cloudy,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,43,Food
0x6c4d,VADRES05DEL01,30.0,4.6,22.31,73.17,22.42,73.28,27-03-2022,23:35,23:45,Sunny,Low,2,Buffet,scooter,1.0,No,,29,Food
0xd1c8,AURGRES02DEL03,20.0,4.8,0.0,0.0,0.03,0.03,11-02-2022,0.75,18:15,Stormy,Jam,2,Drinks,scooter,1.0,No,Metropolitian,25,Food
0x98ca,BANGRES17DEL02,33.0,4.7,12.97,77.61,13.02,77.66,09-03-2022,18:10,18:25,Fog,Jam,2,Buffet,electric_scooter,1.0,No,Urban,15,Food
0x1b5b,RANCHIRES14DEL01,,,0.0,0.0,0.07,0.07,02-03-2022,,20:50,Sandstorms,Jam,1,Snack,scooter,0.0,No,Metropolitian,24,Food
0x644b,MUMRES20DEL03,34.0,4.0,19.1,72.85,19.19,72.94,12-03-2022,21:10,21:15,Windy,Jam,0,Snack,motorcycle,2.0,No,Metropolitian,39,Food
0x7a2d,HYDRES14DEL02,36.0,4.6,17.43,78.41,17.51,78.49,04-04-2022,23:40,23:50,Windy,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,20,Food
0xe13f,KNPRES02DEL02,33.0,4.6,26.47,80.31,26.49,80.33,11-02-2022,0.458333333,11:10,Fog,Low,1,Buffet,motorcycle,1.0,No,Metropolitian,15,Food
0xc278,AURGRES19DEL01,22.0,4.8,19.87,75.32,19.98,75.43,18-02-2022,22:45,0.958333333,Sandstorms,Low,1,Drinks,motorcycle,1.0,No,Metropolitian,16,Food
0x5912,PUNERES18DEL01,38.0,4.7,18.59,73.79,18.6,73.8,19-03-2022,0.458333333,11:15,Sunny,Jam,2,Drinks,scooter,1.0,No,Metropolitian,19,Food
0xab33,BANGRES08DEL02,27.0,4.9,12.91,77.6,12.99,77.68,02-03-2022,23:25,23:40,Fog,Jam,2,Drinks,scooter,0.0,No,Metropolitian,20,Food
0xdd96,KNPRES16DEL01,32.0,4.8,26.48,80.32,26.55,80.39,14-02-2022,0.875,21:10,Sunny,Jam,2,Meal,scooter,1.0,No,Metropolitian,25,Food
0x7646,BANGRES010DEL02,26.0,4.8,12.93,77.61,13.01,77.69,27-03-2022,19:30,19:40,Cloudy,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,43,Food
0x5ef5,INDORES03DEL02,29.0,4.5,22.75,75.87,22.88,76.0,04-03-2022,22:55,23:05,Windy,Jam,0,Drinks,motorcycle,0.0,No,Urban,15,Grocery
0x7ef7,COIMBRES16DEL02,31.0,4.5,11.01,76.95,11.09,77.03,06-04-2022,20:25,20:40,Sunny,Jam,0,Buffet,motorcycle,0.0,No,Urban,29,Food
0x1136,HYDRES20DEL01,28.0,4.6,17.48,78.55,17.52,78.59,26-03-2022,12:35,12:50,Stormy,Jam,2,Drinks,motorcycle,0.0,No,Metropolitian,14,Food
0xd032,AGRRES08DEL03,21.0,4.8,27.16,78.04,27.22,78.1,11-02-2022,18:55,0.791666667,Sunny,Jam,1,Buffet,motorcycle,1.0,No,Metropolitian,11,Food
0x199d,COIMBRES15DEL02,21.0,4.0,11.01,76.95,11.06,77.0,28-03-2022,22:45,22:50,Sandstorms,Jam,0,Buffet,motorcycle,,No,Metropolitian,19,Food
0x871c,RANCHIRES12DEL02,30.0,4.9,0.0,0.0,0.08,0.08,18-03-2022,23:45,23:55,Windy,Jam,1,Drinks,motorcycle,1.0,No,Metropolitian,29,Grocery
0xcf18,ALHRES05DEL01,29.0,4.7,25.46,81.84,25.5,81.88,11-02-2022,15:25,15:30,Cloudy,Jam,2,Buffet,motorcycle,1.0,No,Urban,11,Food
0x1dad,MUMRES01DEL01,20.0,4.8,19.13,72.83,19.14,72.84,28-03-2022,11:30,11:40,Sunny,Jam,1,Snack,motorcycle,0.0,No,Metropolitian,14,Food
0xc918,AURGRES14DEL03,28.0,5.0,19.88,75.32,19.97,75.41,16-02-2022,22:35,22:45,Windy,Jam,0,Snack,motorcycle,0.0,No,Urban,15,Food
0x33c1,MUMRES13DEL01,25.0,4.7,19.18,72.83,19.25,72.9,16-03-2022,23:35,23:45,Sandstorms,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,16,Food
0x1b50,PUNERES16DEL01,,,18.54,73.83,18.65,73.94,08-03-2022,,21:25,,,3,Buffet,motorcycle,1.0,Yes,Urban,43,Food
0x27fe,CHENRES14DEL02,38.0,4.8,13.03,80.17,13.05,80.19,28-03-2022,10:25,10:30,Stormy,Low,1,Buffet,motorcycle,1.0,No,Metropolitian,20,Food
0x1536,HYDRES06DEL03,39.0,4.9,17.46,78.38,17.49,78.41,03-03-2022,22:20,22:30,Stormy,Jam,1,Drinks,motorcycle,1.0,No,Metropolitian,26,Grocery
0xa152,SURRES18DEL03,26.0,4.9,21.15,72.78,21.21,72.84,13-03-2022,17:15,17:20,Windy,Jam,1,Snack,scooter,0.0,No,Metropolitian,26,Food
0x9c9a,COIMBRES02DEL01,33.0,4.4,11.02,77.0,11.09,77.07,14-03-2022,21:30,21:45,Windy,Jam,1,Meal,motorcycle,0.0,No,Urban,43,Food
0x3052,VADRES13DEL03,24.0,4.6,22.31,73.16,22.37,73.22,01-03-2022,18:40,18:50,Sandstorms,Jam,0,Snack,motorcycle,1.0,No,Urban,25,Food
0x1045,COIMBRES16DEL01,24.0,4.9,11.01,76.95,11.05,76.99,21-03-2022,15:10,15:20,Fog,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,28,Food
0x2391,INDORES13DEL03,33.0,4.5,22.75,75.89,22.84,75.98,10-03-2022,22:50,23:05,Stormy,Low,2,Buffet,scooter,0.0,No,Metropolitian,17,Food
0x7ddd,INDORES12DEL03,35.0,4.2,22.75,75.89,22.84,75.98,20-03-2022,19:30,19:40,Windy,Jam,1,Drinks,motorcycle,1.0,No,Metropolitian,44,Grocery
0x279f,MUMRES13DEL03,27.0,4.2,19.18,72.83,19.27,72.92,06-04-2022,20:30,20:35,Stormy,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,33,Food
0xe76,CHENRES06DEL02,,,13.05,80.26,13.1,80.31,15-03-2022,18:35,18:40,Cloudy,Jam,1,Snack,scooter,1.0,No,Urban,19,Food
0xaefa,BANGRES06DEL03,29.0,4.5,12.98,77.64,13.01,77.67,03-04-2022,18:45,18:50,Sunny,Jam,0,Snack,motorcycle,0.0,No,Metropolitian,15,Food
0xdad6,AGRRES11DEL02,34.0,4.7,27.16,78.06,27.29,78.19,12-02-2022,23:10,23:20,Fog,Jam,1,Buffet,scooter,1.0,No,Metropolitian,27,Food
0xc237,KNPRES15DEL02,20.0,4.7,26.48,80.32,26.5,80.34,11-02-2022,11:10,11:25,Cloudy,Jam,2,Meal,scooter,1.0,No,Metropolitian,25,Food
0x4efc,VADRES13DEL01,29.0,4.8,22.31,73.16,22.35,73.2,05-04-2022,13:50,13:55,Sunny,Jam,1,Drinks,motorcycle,1.0,No,Metropolitian,18,Food
0x6e33,VADRES01DEL03,22.0,4.9,22.31,73.17,22.37,73.23,05-04-2022,18:40,18:45,Stormy,Jam,2,Snack,scooter,0.0,No,Metropolitian,21,Food
0xd92f,AGRRES03DEL01,35.0,4.9,27.16,78.01,27.23,78.08,18-02-2022,21:15,21:30,Cloudy,Jam,0,Buffet,motorcycle,2.0,No,Metropolitian,53,Food
0xd902,KOCRES14DEL01,32.0,4.4,10.03,76.31,10.14,76.42,12-02-2022,21:45,21:55,Sandstorms,Jam,0,Drinks,motorcycle,3.0,No,Metropolitian,42,Grocery
0xd91a,LUDHRES18DEL01,28.0,4.9,30.89,75.83,31.0,75.94,14-02-2022,21:20,21:35,Sunny,Jam,2,Snack,motorcycle,1.0,No,Metropolitian,20,Food
0x4f0c,COIMBRES14DEL02,30.0,4.7,11.0,76.98,11.13,77.11,02-03-2022,22:45,22:55,Fog,Jam,1,Meal,scooter,0.0,No,Metropolitian,29,Food
0x8456,CHENRES19DEL01,22.0,4.7,12.99,80.22,13.1,80.33,04-04-2022,20:10,20:20,Stormy,Jam,2,Snack,scooter,0.0,No,Urban,15,Food
0x3329,COIMBRES15DEL02,36.0,4.7,11.01,76.95,11.06,77.0,09-03-2022,18:20,18:35,Fog,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,30,Food
0x1aa8,SURRES20DEL02,23.0,4.8,21.15,72.78,21.28,72.91,12-03-2022,20:40,20:45,Windy,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,28,Food
0x144d,INDORES18DEL02,22.0,4.8,22.75,75.9,22.77,75.92,01-04-2022,0.416666667,10:05,Stormy,Jam,2,Drinks,motorcycle,1.0,No,,19,Food
0xd27b,AURGRES04DEL02,29.0,4.5,19.88,75.34,20.01,75.47,18-02-2022,22:30,22:40,Sandstorms,Jam,2,Meal,motorcycle,1.0,No,Metropolitian,15,Food
0xadd6,CHENRES01DEL01,34.0,4.9,13.01,80.25,13.12,80.36,23-03-2022,21:50,22:05,Sandstorms,Jam,0,Buffet,motorcycle,3.0,Yes,Urban,50,Food
0x7c60,BANGRES010DEL01,38.0,4.1,12.93,77.61,12.94,77.62,05-03-2022,11:50,11:55,Stormy,Jam,0,Buffet,motorcycle,1.0,Yes,Metropolitian,41,Food
0x4fb8,VADRES09DEL01,35.0,5.0,0.0,0.0,0.07,0.07,27-03-2022,17:25,17:35,Fog,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,37,Food
0x1406,VADRES15DEL03,38.0,4.7,0.0,0.0,0.06,0.06,19-03-2022,21:55,22:10,Cloudy,Jam,2,Drinks,scooter,1.0,No,Metropolitian,28,Grocery
0xc63e,DEHRES010DEL01,32.0,4.3,30.33,78.05,30.4,78.12,16-02-2022,18:40,18:55,Cloudy,Jam,1,Meal,scooter,2.0,No,Metropolitian,35,Food
0x7b03,BANGRES07DEL01,20.0,4.5,12.98,77.64,13.05,77.71,02-03-2022,20:25,20:35,Windy,Jam,2,Buffet,motorcycle,1.0,No,Metropolitian,27,Food
0x4314,CHENRES05DEL02,25.0,4.9,13.06,80.26,13.14,80.34,02-03-2022,21:45,21:50,Fog,Jam,0,Buffet,motorcycle,2.0,No,Metropolitian,43,Food
0x9e5a,JAPRES06DEL03,29.0,4.5,26.91,75.8,26.97,75.86,05-04-2022,22:20,22:30,Fog,Low,2,Meal,scooter,0.0,No,,12,Food
0xc044,AGRRES12DEL03,32.0,4.7,-27.17,78.02,27.23,78.08,13-02-2022,20:55,21:10,Sandstorms,Jam,2,Meal,scooter,1.0,No,Metropolitian,31,Food
0xd7d3,DEHRES12DEL02,39.0,4.1,0.0,0.0,0.13,0.13,14-02-2022,21:35,21:40,Cloudy,Jam,1,Drinks,motorcycle,2.0,No,Metropolitian,39,Grocery
0x70b1,VADRES01DEL01,31.0,4.4,22.31,73.17,22.42,73.28,20-03-2022,21:15,21:20,Stormy,Jam,0,Buffet,motorcycle,1.0,No,Urban,47,Food
0x59e5,SURRES13DEL02,37.0,4.5,21.17,72.79,21.22,72.84,11-03-2022,23:30,23:35,Fog,Jam,0,Buffet,motorcycle,1.0,No,Urban,26,Food
0xdeac,LUDHRES05DEL03,36.0,4.9,30.91,75.83,31.0,75.92,18-02-2022,17:15,17:30,Cloudy,Jam,2,Snack,electric_scooter,1.0,No,Metropolitian,31,Food
0xa053,JAPRES16DEL03,37.0,3.8,26.85,75.8,26.99,75.94,04-04-2022,20:45,20:55,Sandstorms,Jam,1,Snack,motorcycle,1.0,No,Metropolitian,42,Food
0x4db,PUNERES02DEL03,,,-18.55,-73.8,18.61,73.86,05-03-2022,,22:05,Stormy,Jam,2,Meal,scooter,0.0,No,Urban,12,Food
0x7031,COIMBRES14DEL01,38.0,4.9,11.0,76.98,11.04,77.02,09-03-2022,13:30,13:40,Cloudy,Jam,2,Snack,scooter,,No,Metropolitian,25,Food
0xd3bc,AGRRES010DEL02,37.0,4.4,27.16,78.06,27.24,78.14,18-02-2022,0.916666667,22:10,Sandstorms,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,39,Food
0x8de9,SURRES14DEL03,21.0,4.9,21.16,72.77,21.25,72.86,20-03-2022,23:20,23:30,Fog,Jam,2,Buffet,scooter,1.0,No,,21,Food
0x7c84,JAPRES04DEL03,35.0,4.9,26.9,75.79,26.93,75.82,26-03-2022,18:35,18:40,Fog,Jam,2,Meal,electric_scooter,0.0,No,Metropolitian,18,Food
0x96d2,JAPRES01DEL03,22.0,4.8,26.91,75.81,27.0,75.9,29-03-2022,20:40,20:55,Sandstorms,Jam,1,Snack,scooter,1.0,No,Urban,22,Food
0x77b5,HYDRES010DEL02,28.0,4.8,17.43,78.4,17.45,78.42,01-03-2022,08:25,08:40,Fog,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,23,Food
0x75dc,MYSRES16DEL02,39.0,4.0,12.32,76.6,12.45,76.73,18-03-2022,17:45,17:55,Stormy,Jam,0,Drinks,motorcycle,0.0,No,Metropolitian,48,Food
0xbe78,BANGRES15DEL02,29.0,4.5,12.98,77.7,13.06,77.78,31-03-2022,22:25,22:40,Windy,Jam,1,Snack,scooter,0.0,No,Urban,13,Food
0x35a2,CHENRES15DEL02,39.0,4.6,13.03,80.28,13.05,80.3,30-03-2022,11:30,11:40,Sandstorms,Jam,2,Drinks,motorcycle,1.0,No,Metropolitian,32,Food
0x416f,MYSRES05DEL02,25.0,4.9,12.32,76.63,12.45,76.76,06-03-2022,21:45,21:50,Sandstorms,Jam,2,Snack,electric_scooter,0.0,No,Urban,16,Food
